gene,log2FC,pVal,adj.p,-Log10(adj.P),expression
GFPT2,2.6151157946208,1.6519778982285e-08,7.08836731630317e-08,7.14945378557497,Up-regulated
NEU4,2.4460395552222,5.116767746626991e-09,2.38045739227528e-08,7.62333958754185,Up-regulated
AGRN,2.21719789287696,1.97042357651437e-06,6.21419089869978e-06,5.20661540943662,Up-regulated
HYAL3,2.01859549752386,1.07408961770787e-05,2.93230549625189e-05,4.5327907855913,Up-regulated
GPAT3,2.012403422935,0.0004718653592003,0.0009570602483215,3.01906072189924,Up-regulated
PLPP6,1.97603584881886,4.725681891684931e-09,2.21285191188899e-08,7.65504764888404,Up-regulated
CTH,1.87425320098606,2.32312940688414e-05,5.9785194055298e-05,4.22340635675135,Up-regulated
CYP2U1,1.84599888557045,5.41198164214549e-07,1.85627523203525e-06,5.73135763000716,Up-regulated
CSNK2A2,1.84445947838273,2.5185579825655097e-11,1.6097845384113102e-10,9.79323224821718,Up-regulated
RXRA,1.75289228473638,2.85315141703849e-06,8.68035049760015e-06,5.06146273840641,Up-regulated
LRP8,1.71367226019405,0.0004522278218117,0.0009206982307963,3.03588269138323,Up-regulated
HPGD,1.68835376823727,0.0003685845913975,0.0007612398176317,3.11847850345715,Up-regulated
HS6ST1,1.68835376359657,0.0008799867334364,0.001706112892729,2.76799223514555,Up-regulated
AGO4,1.68389942025977,2.02870260595068e-08,8.48509788974324e-08,7.07134314300687,Up-regulated
ENTPD6,1.67754284835217,1.43767905957767e-12,1.0641789327595499e-11,10.9729853429276,Up-regulated
CNOT6,1.66773447643229,7.61529358111758e-10,3.95261262017525e-09,8.40311574704437,Up-regulated
PDE3B,1.66379974150316,1.85480873396431e-51,7.99051602591823e-49,48.09742517313,Up-regulated
SYNJ2,1.65363732915372,1.8308363788564202e-09,8.9627762728562e-09,8.04755744421924,Up-regulated
CMPK2,1.65090587597853,2.1483993701255603e-15,2.13255863744261e-14,13.6710990185109,Up-regulated
PIGW,1.62772914178229,0.0005063401665988,0.0010183536123751,2.99210139170742,Up-regulated
AKAP5,1.62267764467921,1.10326429140592e-37,1.9803594030736401e-35,34.7032559851894,Up-regulated
GEMIN4,1.62186402640399,3.39618732434639e-06,1.01743915113242e-05,4.99249155469992,Up-regulated
KIF5C,1.61797296683525,4.0704405274886205e-09,1.92697338378253e-08,7.71512428397257,Up-regulated
NAXD,1.61542129633538,1.98037162636043e-10,1.1079793462806202e-09,8.95546833516712,Up-regulated
SETD1A,1.6023194271039,5.61074094353424e-07,1.91833904640837e-06,5.71707463336379,Up-regulated
GNA15,1.59874160490904,0.0002862664439558,0.0006039352794133,3.21900959995451,Up-regulated
GPD1L,1.59304358490986,2.18769826804991e-08,9.09710824204539e-08,7.04109663780068,Up-regulated
MARS2,1.58926286095401,8.17106655339544e-05,0.0001898649121468,3.72155528733766,Up-regulated
B4GAT1,1.57057073525374,0.0036478297143674,0.0063010627143124,2.20058619784174,Up-regulated
CHSY1,1.57057072794134,2.70788669208817e-06,8.32066752461899e-06,5.07984183108553,Up-regulated
POMC,1.55677741292929,2.33685585207992e-05,6.00666766751807e-05,4.22136639571299,Up-regulated
NUDT15,1.55170201500361,3.2050349275401897e-16,3.57701825591791e-15,14.44647884335,Up-regulated
POMK,1.54704023053166,0.0005439184749976,0.0010878369499952,2.9634361938142,Up-regulated
ALG10B,1.53778090511861,0.0027717499718398,0.0048777364700514,2.31178166705921,Up-regulated
PIK3R5,1.53210444711393,1.17588025418607e-14,1.09174399461931e-13,12.9618791883335,Up-regulated
ACSF3,1.52974873342222,3.5292409299590397e-16,3.89845382724706e-15,14.4091076051372,Up-regulated
LIAS,1.52708563452379,3.1886861982044e-06,9.60619590340179e-06,5.01744856084729,Up-regulated
PDE4A,1.52405071230682,3.54470233174647e-06,1.05751922750442e-05,4.97571172766625,Up-regulated
PGAP1,1.52056030737157,7.716189215775211e-09,3.45544107500619e-08,7.46149650857487,Up-regulated
GLUL,1.5205603073477,5.4073075557145504e-09,2.50480440322777e-08,7.60122618193863,Up-regulated
EXTL2,1.50603220680427,0.0032401683589893,0.005660440101592,2.24714980092085,Up-regulated
CHKA,1.49646275578877,1.26045129304564e-05,3.39801262230326e-05,4.46877501222787,Up-regulated
SLC33A1,1.49052802026886,0.0055333725066871,0.0092753964042054,2.0326675207986,Up-regulated
PITPNM2,1.48095856925277,1.66229974337253e-06,5.29204894846348e-06,5.27637614748732,Up-regulated
IMPDH1,1.47959894973615,1.3282326885413301e-14,1.22790266571589e-13,12.9108360578022,Up-regulated
TST,1.47526054824656,0.0116279586605152,0.0184437576986376,1.73415059187639,Up-regulated
L3HYPDH,1.47526054814008,1.7431604447867e-05,4.57340754941601e-05,4.33976009567248,Up-regulated
ARSB,1.46022267077314,3.94995807875231e-05,9.73479370896165e-05,4.01167324722653,Up-regulated
CPNE7,1.45691140947158,5.9522709279014705e-15,5.66689009625827e-14,13.2466552099898,Up-regulated
ICMT,1.45525921248534,3.51100207724783e-13,2.7702192213889497e-12,11.5574858616676,Up-regulated
ADCY3,1.4527876922946,6.11014638259775e-08,2.40168892483861e-07,6.61948324463289,Up-regulated
CSGALNACT1,1.44540758499241,2.45016663702448e-05,6.26800348711489e-05,4.2028707705898,Up-regulated
LAMTOR3,1.44023023551156,2.20599397961957e-33,2.06596131830459e-31,30.6848778141834,Up-regulated
FAHD1,1.42949212968232,1.02768620697365e-05,2.81633090308047e-05,4.55031631936691,Up-regulated
SLC25A15,1.41642004811484,0.0018484036113464,0.0033655632957228,2.47294223730908,Up-regulated
AK6,1.41072202700026,5.05245915336495e-19,8.24469470935462e-18,17.0838254210986,Up-regulated
PIGQ,1.40851486864062,2.92660667135876e-07,1.05770314934677e-06,5.97563620251834,Up-regulated
ADAR,1.40766689314195,9.15361705098873e-52,4.9292227819574295e-49,48.3072215529574,Up-regulated
SCD5,1.39872047101545,1.72694057995247e-07,6.42353827614687e-07,6.19222568368956,Up-regulated
PSMD5,1.39872030231587,3.94074534665815e-18,5.62143409053089e-17,16.2501528769303,Up-regulated
TBL1X,1.39521786783195,7.23921957210236e-07,2.44408761102014e-06,5.61188323038503,Up-regulated
UPRT,1.39187893922847,1.76941051223692e-08,7.53223368252635e-08,7.12307621474972,Up-regulated
GALNT2,1.38278680875664,4.89186139118342e-30,2.92696373239141e-28,27.5335826588166,Up-regulated
SLC44A1,1.3813287283248,0.0157600018941306,0.0243173668194537,1.61408345397555,Up-regulated
